# ACS wfc_F814W total throughput
# File taken from http://www.stsci.edu/hst/acs/analysis/throughputs/tables/wfc_F814W.dat
#
#  Thinned by galsim.utilities.thin_tabulated_values to a relative error of 1.e-3
#  with fast_search=False.
#
# Wavelength(nm)  Throughput(0-1)
     830.45       0.32817
     831.00       0.32558
     831.95       0.32665
     832.30       0.32650
     836.25       0.32055
     837.20       0.31893
     837.40       0.31884
     838.10       0.31806
     838.25       0.31727
     838.45       0.31623
     839.00       0.31335
     839.70       0.31721
     840.00       0.31886
     840.75       0.31369
     840.95       0.31231
     843.20       0.31266
     843.80       0.31119
     845.00       0.31017
     845.35       0.30697
     845.65       0.30424
     845.85       0.30243
     847.20       0.30445
     848.00       0.30389
     849.15       0.30121
     849.75       0.29765
     849.95       0.29647
     852.15       0.29563
     852.25       0.29641
     853.00       0.30220
     853.30       0.29835
     853.40       0.29707
     853.55       0.29515
     854.00       0.28943
     854.80       0.29223
     855.10       0.29330
     857.00       0.29809
     857.20       0.29533
     857.35       0.29326
     857.90       0.28569
     859.05       0.29157
     859.35       0.28908
     859.90       0.28455
     861.60       0.28139
     864.00       0.28064
     864.40       0.27820
     865.00       0.27456
     865.80       0.27575
     865.90       0.27590
     865.95       0.27597
     867.40       0.27213
     867.55       0.27127
     867.70       0.27040
     869.35       0.26821
     871.05       0.26209
     871.45       0.26319
     872.40       0.26244
     872.60       0.26133
     873.45       0.25853
     873.80       0.25808
     875.05       0.25651
     875.85       0.25235
     877.65       0.25303
     880.20       0.24852
     880.95       0.24900
     881.90       0.24718
     885.70       0.24208
     889.85       0.23256
     890.65       0.23216
     892.20       0.22390
     893.00       0.22261
     893.65       0.22327
     894.90       0.22095
     895.80       0.21787
     896.55       0.21444
     896.85       0.21295
     899.65       0.21095
     901.40       0.21045
     902.00       0.20954
     903.60       0.20587
     906.50       0.19962
     908.05       0.19971
     908.45       0.19736
     908.65       0.19618
     910.15       0.19279
     911.00       0.18950
     911.70       0.19169
     912.00       0.19262
     914.35       0.18511
     915.20       0.18483
     916.00       0.18461
     916.80       0.18234
     916.90       0.18206
     918.75       0.17978
     921.60       0.17747
     921.85       0.17685
     925.20       0.17199
     925.85       0.17232
     927.40       0.17085
     927.50       0.17061
     928.15       0.16901
     929.00       0.16674
     929.90       0.16636
     933.90       0.15886
     935.20       0.15696
     938.15       0.15108
     939.45       0.14831
     939.70       0.14796
     939.80       0.14783
     941.05       0.14405
     941.20       0.14307
     941.90       0.13854
     943.55       0.13681
     947.30       0.12564
     947.40       0.12548
     947.65       0.12507
     949.30       0.12125
     951.10       0.11946
     954.00       0.11655
     955.60       0.10452
     956.50       0.09283
     956.95       0.08595
     959.35       0.04247
     960.05       0.03175
     961.35       0.01761
     962.00       0.01248
     963.65       0.00581
     966.00       0.00202
     968.00       0.00095
     971.25       0.00037
     981.00       0.00006
    1005.30       0.00000
    1060.00       0.00000
