# HST CALSPEC model spectrum of Alpha Lyra (Vega)
# File taken from http://www.stsci.edu/hst/observatory/crds/calspec.html
# Filename: alpha_lyr_mod_001.fits
# Clipped on the red side at 2200 nm
# Units converted to nm and erg/s/cm^2/nm.
#
# Wavelength(nm)  Flux(erg/s/cm^2/nm)
    1587.517383    1.188071e-09
    1589.108789    1.176608e-09
    1590.701953    1.214272e-09
    1592.296484    1.250299e-09
    1593.892773    1.268313e-09
    1595.490723    1.274863e-09
    1597.090234    1.276501e-09
    1598.691309    1.274863e-09
    1600.293945    1.269950e-09
    1601.898340    1.264219e-09
    1603.504102    1.256031e-09
    1605.111719    1.242930e-09
    1606.720801    1.218366e-09
    1608.331543    1.174970e-09
    1609.943848    1.112742e-09
    1611.557812    1.079990e-09
    1613.173438    1.117655e-09
    1614.790625    1.169238e-09
    1616.409570    1.198715e-09
    1618.029883    1.212635e-09
    1619.651953    1.218366e-09
    1621.275781    1.219185e-09
    1622.901172    1.218366e-09
    1624.528125    1.215910e-09
    1626.156641    1.212635e-09
    1627.786914    1.207722e-09
    1629.418848    1.202809e-09
    1631.052246    1.195440e-09
    1632.687402    1.184796e-09
    1634.324121    1.169238e-09
    1635.962500    1.145493e-09
    1637.602539    1.105373e-09
    1639.244336    1.043144e-09
    1640.887500    9.940165e-10
    1642.532617    1.015305e-09
    1644.179297    1.071802e-09
    1645.827539    1.111104e-09
    1647.477344    1.130755e-09
    1649.129102    1.140581e-09
    1650.782422    1.144675e-09
    1652.437305    1.144675e-09
    1654.093750    1.143856e-09
    1655.752148    1.141399e-09
    1657.411914    1.138124e-09
    1659.073437    1.134849e-09
    1660.736719    1.130755e-09
    1662.401562    1.126661e-09
    1664.068164    1.121748e-09
    1665.736523    1.116836e-09
    1667.406250    1.111104e-09
    1669.077930    1.104554e-09
    1670.751172    1.097185e-09
    1672.425977    1.086540e-09
    1674.102734    1.071802e-09
    1675.781055    1.048057e-09
    1677.460938    1.010392e-09
    1679.142578    9.522580e-10
    1680.825977    9.055867e-10
    1682.510937    9.260566e-10
    1684.197656    9.800970e-10
    1685.886133    1.016943e-09
    1687.576172    1.034956e-09
    1689.267969    1.041507e-09
    1690.961328    1.046419e-09
    1692.656641    1.048876e-09
    1694.353516    1.048057e-09
    1696.052148    1.045601e-09
    1697.752344    1.042325e-09
    1699.454492    1.039869e-09
    1701.158203    1.036594e-09
    1702.863477    1.033319e-09
    1704.570703    1.029225e-09
    1706.279492    1.025949e-09
    1707.990039    1.021037e-09
    1709.702344    1.016124e-09
    1711.416211    1.012849e-09
    1713.132031    1.010392e-09
    1714.849414    1.006298e-09
    1716.568555    1.002204e-09
    1718.289453    9.981104e-10
    1720.011914    9.931977e-10
    1721.736328    9.874662e-10
    1723.462500    9.817346e-10
    1725.190234    9.751842e-10
    1726.919727    9.678151e-10
    1728.650781    9.571707e-10
    1730.383984    9.416137e-10
    1732.118555    9.145934e-10
    1733.855078    8.703786e-10
    1735.593359    8.169931e-10
    1737.333203    8.063487e-10
    1739.074805    8.499087e-10
    1740.818164    8.908483e-10
    1742.563477    9.129559e-10
    1744.310352    9.219626e-10
    1746.058984    9.260566e-10
    1747.809375    9.285130e-10
    1749.561719    9.285130e-10
    1751.315625    9.260566e-10
    1753.071289    9.244190e-10
    1754.828711    9.219626e-10
    1756.587891    9.195062e-10
    1758.348828    9.170498e-10
    1760.111719    9.137746e-10
    1761.876172    9.096807e-10
    1763.642383    9.064055e-10
    1765.410547    9.031303e-10
    1767.180273    9.006739e-10
    1768.951953    8.982175e-10
    1770.725391    8.949424e-10
    1772.500391    8.916672e-10
    1774.277344    8.883920e-10
    1776.056250    8.842981e-10
    1777.836719    8.810228e-10
    1779.618945    8.777476e-10
    1781.402930    8.736537e-10
    1783.188867    8.703786e-10
    1784.976367    8.679221e-10
    1786.765820    8.646469e-10
    1788.557031    8.621905e-10
    1790.350195    8.589154e-10
    1792.144922    8.556403e-10
    1793.941602    8.515462e-10
    1795.740039    8.482711e-10
    1797.540234    8.449959e-10
    1799.342187    8.409019e-10
    1801.146094    8.351704e-10
    1802.951758    8.294389e-10
    1804.759375    8.269824e-10
    1806.568555    8.220697e-10
    1808.379688    8.153556e-10
    1810.192578    8.054482e-10
    1812.007422    7.902186e-10
    1813.823828    7.645084e-10
    1815.642188    7.225861e-10
    1817.462500    6.846759e-10
    1819.284375    6.964666e-10
    1821.108203    7.357687e-10
    1822.933789    7.619702e-10
    1824.761328    7.752345e-10
    1826.590625    7.823581e-10
    1828.421875    7.853058e-10
    1830.254883    7.850601e-10
    1832.089648    7.832588e-10
    1833.926367    7.818668e-10
    1835.764844    7.803111e-10
    1837.605273    7.780186e-10
    1839.447461    7.754802e-10
    1841.291406    7.727782e-10
    1843.137305    7.699125e-10
    1844.985156    7.671286e-10
    1846.834766    7.641809e-10
    1848.686133    7.613969e-10
    1850.539453    7.584493e-10
    1852.394727    7.550922e-10
    1854.251758    7.517352e-10
    1856.110547    7.484600e-10
    1857.971289    7.455123e-10
    1859.833789    7.423191e-10
    1861.698437    7.383070e-10
    1863.564844    7.338855e-10
    1865.433008    7.287270e-10
    1867.303125    7.214399e-10
    1869.175000    7.105499e-10
    1871.049023    6.917995e-10
    1872.924609    6.578195e-10
    1874.802344    6.173710e-10
    1876.681836    6.190087e-10
    1878.563086    6.561819e-10
    1880.446484    6.821377e-10
    1882.331641    6.934371e-10
    1884.218555    6.975310e-10
    1886.107617    6.990866e-10
    1887.998242    6.997417e-10
    1889.891016    6.985954e-10
    1891.785547    6.962209e-10
    1893.682031    6.936827e-10
    1895.580469    6.922907e-10
    1897.480859    6.905712e-10
    1899.383203    6.885243e-10
    1901.287305    6.861497e-10
    1903.193359    6.836934e-10
    1905.101367    6.813189e-10
    1907.011133    6.787806e-10
    1908.923047    6.763243e-10
    1910.836719    6.737860e-10
    1912.752148    6.712477e-10
    1914.669727    6.687094e-10
    1916.589258    6.660893e-10
    1918.510547    6.634691e-10
    1920.433984    6.607671e-10
    1922.359180    6.581470e-10
    1924.286328    6.553631e-10
    1926.215430    6.523335e-10
    1928.146484    6.492221e-10
    1930.079492    6.460288e-10
    1932.014258    6.423442e-10
    1933.951172    6.377590e-10
    1935.890039    6.317000e-10
    1937.830664    6.229389e-10
    1939.773438    6.086918e-10
    1941.717969    5.842098e-10
    1943.664453    5.503117e-10
    1945.613086    5.386030e-10
    1947.563672    5.634944e-10
    1949.516016    5.892045e-10
    1951.470508    6.027146e-10
    1953.426758    6.086918e-10
    1955.385156    6.109845e-10
    1957.345313    6.113119e-10
    1959.307617    6.105750e-10
    1961.271875    6.093468e-10
    1963.238086    6.077092e-10
    1965.206250    6.059080e-10
    1967.176172    6.040247e-10
    1969.148242    6.019777e-10
    1971.122461    5.995213e-10
    1973.098438    5.972287e-10
    1975.076562    5.954273e-10
    1977.056445    5.934622e-10
    1979.038672    5.913334e-10
    1981.022461    5.892045e-10
    1983.008594    5.870756e-10
    1984.996484    5.848649e-10
    1986.986523    5.827360e-10
    1988.978320    5.806072e-10
    1990.972266    5.784783e-10
    1992.968359    5.762676e-10
    1994.966211    5.741387e-10
    1996.966211    5.720098e-10
    1998.968164    5.698809e-10
    2000.972266    5.678340e-10
    2002.978125    5.657051e-10
    2004.986133    5.635762e-10
    2006.996094    5.614474e-10
    2009.008008    5.594004e-10
    2011.022070    5.572715e-10
    2013.038281    5.552245e-10
    2015.056250    5.530956e-10
    2017.076367    5.510487e-10
    2019.098438    5.490017e-10
    2021.122656    5.469547e-10
    2023.148828    5.449077e-10
    2025.176953    5.428608e-10
    2027.207227    5.408137e-10
    2029.239453    5.386849e-10
    2031.273828    5.367198e-10
    2033.310156    5.347546e-10
    2035.348633    5.327077e-10
    2037.389062    5.307426e-10
    2039.431445    5.287775e-10
    2041.476172    5.268123e-10
    2043.522656    5.248472e-10
    2045.571289    5.228822e-10
    2047.621875    5.209170e-10
    2049.674805    5.189519e-10
    2051.729492    5.169868e-10
    2053.786328    5.151036e-10
    2055.845313    5.131385e-10
    2057.906250    5.112553e-10
    2059.969141    5.092083e-10
    2062.034375    5.072432e-10
    2064.101562    5.052781e-10
    2066.170898    5.034767e-10
    2068.242188    5.016754e-10
    2070.315625    4.997102e-10
    2072.391016    4.979089e-10
    2074.468750    4.960257e-10
    2076.548438    4.941424e-10
    2078.630078    4.923411e-10
    2080.713867    4.904579e-10
    2082.799805    4.886565e-10
    2084.887891    4.868552e-10
    2086.978125    4.849719e-10
    2089.070117    4.830887e-10
    2091.164453    4.812055e-10
    2093.260938    4.794042e-10
    2095.359375    4.776847e-10
    2097.459961    4.759652e-10
    2099.562695    4.740820e-10
    2101.667578    4.720350e-10
    2103.774414    4.702337e-10
    2105.883594    4.687599e-10
    2107.994531    4.670404e-10
    2110.107812    4.652390e-10
    2112.223047    4.634377e-10
    2114.340820    4.615545e-10
    2116.460547    4.596712e-10
    2118.582031    4.576243e-10
    2120.706055    4.557410e-10
    2122.832031    4.543490e-10
    2124.960156    4.524658e-10
    2127.090234    4.505007e-10
    2129.222852    4.491087e-10
    2131.357422    4.475531e-10
    2133.494141    4.459974e-10
    2135.632812    4.441960e-10
    2137.773828    4.423128e-10
    2139.916992    4.405933e-10
    2142.062305    4.388738e-10
    2144.209766    4.369906e-10
    2146.359375    4.351074e-10
    2148.510938    4.330604e-10
    2150.664844    4.307678e-10
    2152.821094    4.280657e-10
    2154.979297    4.247906e-10
    2157.139453    4.203691e-10
    2159.301953    4.134912e-10
    2161.466797    4.019462e-10
    2163.633594    3.827045e-10
    2165.802734    3.665743e-10
    2167.973828    3.741891e-10
    2170.147266    3.916294e-10
    2172.322656    4.021919e-10
    2174.500781    4.068590e-10
    2176.680664    4.085784e-10
    2178.862891    4.088241e-10
    2181.046875    4.084965e-10
    2183.233398    4.076778e-10
    2185.422070    4.066134e-10
    2187.613086    4.053033e-10
    2189.806250    4.039932e-10
    2192.001563    4.026831e-10
    2194.199023    4.013731e-10
    2196.398633    3.998992e-10
    2198.600586    3.985073e-10
    2200.804688    3.970334e-10
